sku,inventory_level,historical_sales
ELEC02383,139,"14,16,23,23,27,25,20,18,20,16,16,22"
ELEC02384,159,"30,33,36,40,36,37,37,32,30,29,35,37"
ELEC02385,69,"20,21,22,24,27,25,26,23,23,25,25,31"
ELEC02386,115,"38,39,44,42,42,44,39,37,43,42,45,50"
ELEC02387,36,"19,22,24,28,32,28,30,26,20,22,27,23"
ELEC02388,168,"30,35,36,36,36,41,38,36,33,39,36,37"
ELEC02389,151,"12,16,18,20,22,18,19,20,10,8,15,18"
ELEC02390,96,"27,33,33,36,36,38,34,36,31,37,34,30"
ELEC02391,131,"27,33,37,36,35,31,36,35,27,37,34,39"
ELEC02392,98,"21,24,28,30,31,33,24,27,22,19,25,36"
ELEC02393,22,"38,42,44,47,44,44,43,40,39,43,44,43"
ELEC02394,74,"32,36,40,43,40,40,41,35,36,40,37,37"
ELEC02395,134,"17,21,22,27,27,22,23,25,24,21,20,24"
ELEC02396,118,"27,26,32,30,36,34,28,30,26,24,27,30"
ELEC02397,127,"18,22,24,23,27,22,22,22,21,16,25,29"
ELEC02398,119,"24,29,34,34,31,34,35,31,32,29,34,39"
ELEC02399,63,"14,18,19,22,20,26,16,21,14,13,21,23"
ELEC02400,182,"12,14,17,20,21,21,14,20,15,18,17,21"
ELEC02401,32,"34,35,38,38,41,37,38,37,35,42,37,42"
ELEC02402,179,"14,16,20,23,22,27,20,22,22,15,21,24"
ELEC02403,147,"8,11,18,19,21,16,15,19,15,16,18,19"
ELEC02404,103,"40,41,46,46,50,47,47,41,38,36,47,47"
ELEC02405,189,"35,35,36,43,42,39,41,42,34,41,37,36"
ELEC02406,104,"25,31,30,34,35,32,34,34,27,24,32,37"
ELEC02407,156,"32,37,40,41,43,41,41,40,37,43,36,40"
ELEC02408,74,"36,40,43,45,42,47,43,35,35,42,40,43"
ELEC02409,23,"36,36,39,40,42,42,37,36,41,35,37,35"
ELEC02410,60,"30,32,37,35,37,36,35,35,34,38,42,32"
ELEC02411,151,"36,37,44,45,42,39,40,40,36,38,41,37"
ELEC02412,28,"14,19,20,23,24,18,17,21,16,22,19,26"
ELEC02413,141,"13,18,16,17,19,22,24,14,18,19,19,24"
ELEC02414,28,"40,42,45,47,47,42,43,48,43,38,41,49"
ELEC02415,59,"22,26,30,33,34,31,34,33,30,26,25,28"
ELEC02416,58,"24,25,27,32,29,31,30,30,32,30,31,27"
ELEC02417,31,"24,29,27,31,30,29,26,25,25,23,24,26"
ELEC02418,55,"33,36,38,44,42,41,41,36,38,36,38,39"
ELEC02419,45,"7,14,14,16,15,18,13,11,8,13,14,16"
ELEC02420,85,"33,36,42,43,42,42,38,38,31,41,43,39"
ELEC02421,165,"29,33,35,38,40,36,38,37,36,41,42,39"
ELEC02422,108,"41,42,44,47,47,43,46,46,45,38,48,48"
ELEC02423,115,"25,28,31,35,35,31,32,31,29,24,28,35"
ELEC02424,184,"35,40,46,47,41,47,43,42,42,44,48,50"
ELEC02425,157,"34,34,36,39,38,38,38,36,32,41,39,38"
ELEC02426,28,"15,18,17,23,18,20,18,15,20,18,18,20"
ELEC02427,162,"12,19,22,25,22,21,24,14,17,21,16,23"
ELEC02428,88,"24,26,30,33,32,35,27,26,29,30,26,33"
ELEC02429,146,"30,32,37,40,37,40,39,41,36,39,38,39"
ELEC02430,100,"34,38,45,45,45,40,42,42,38,45,43,45"
ELEC02431,119,"11,14,16,18,18,18,13,16,11,11,11,19"
ELEC02432,188,"33,38,39,43,45,40,37,38,34,36,39,38"
ELEC02433,91,"14,21,24,24,26,20,25,19,15,24,23,26"
ELEC02434,24,"37,39,41,45,46,44,45,41,35,43,44,43"
ELEC02435,25,"27,33,34,37,35,36,38,33,29,33,37,32"
ELEC02436,110,"36,41,43,45,46,45,42,45,38,45,46,43"
ELEC02437,23,"17,24,24,29,26,26,26,23,28,18,23,29"
ELEC02438,117,"29,33,36,41,36,39,33,31,38,31,38,40"
ELEC02439,90,"31,35,37,37,40,37,36,32,33,29,37,41"
ELEC02440,199,"41,41,44,45,51,48,48,43,41,45,44,49"
ELEC02441,21,"18,19,23,25,27,26,22,21,24,21,27,26"
ELEC02442,193,"24,27,28,35,32,27,28,26,28,25,30,28"
ELEC02443,49,"29,38,36,40,38,38,36,37,38,37,39,40"
ELEC02444,26,"33,33,37,43,37,38,35,37,40,40,39,37"
ELEC02445,37,"26,27,33,32,34,32,27,33,27,31,27,34"
ELEC02446,169,"16,19,27,25,27,24,26,22,21,19,25,28"
ELEC02447,133,"34,40,44,41,45,42,42,44,43,40,38,43"
ELEC02448,31,"35,37,43,40,45,40,40,38,41,43,44,39"
ELEC02449,153,"18,22,21,22,22,24,25,18,17,21,20,17"
ELEC02450,45,"25,23,29,30,33,33,30,28,22,24,33,33"
ELEC02451,48,"26,32,38,39,38,34,35,37,29,35,36,41"
ELEC02452,115,"21,21,24,24,24,22,24,27,26,25,26,32"
ELEC02453,34,"29,36,35,38,36,39,36,32,27,36,32,38"
ELEC02454,77,"30,32,40,38,39,40,33,35,32,40,38,45"
ELEC02455,96,"30,28,35,37,33,30,34,34,29,35,35,39"
ELEC02456,167,"40,40,47,44,45,41,43,42,40,40,36,43"
ELEC02457,167,"30,33,36,37,35,35,28,36,38,26,30,34"
ELEC02458,40,"28,29,34,36,38,36,37,35,31,32,28,38"
ELEC02459,104,"32,40,40,44,44,45,43,40,36,38,41,44"
ELEC02460,162,"18,23,23,23,26,27,22,22,23,25,28,33"
ELEC02461,69,"20,28,30,31,28,26,26,30,26,24,21,24"
ELEC02462,92,"30,29,31,33,36,35,31,35,27,31,33,33"
ELEC02463,86,"37,38,42,47,41,47,45,43,43,36,47,46"
ELEC02464,21,"36,37,41,43,43,43,43,39,40,42,41,48"
ELEC02465,145,"41,46,46,49,46,44,43,48,45,40,48,44"
ELEC02466,70,"15,14,20,20,21,22,18,13,15,21,26,26"
ELEC02467,136,"12,18,22,21,23,21,19,17,17,20,21,27"
ELEC02468,157,"19,25,27,27,28,28,28,24,19,24,26,27"
ELEC02469,83,"31,37,37,38,37,39,38,31,36,36,37,33"
ELEC02470,33,"34,37,38,44,43,39,41,35,37,34,38,47"
ELEC02471,115,"37,38,39,42,45,42,40,41,39,44,42,46"
ELEC02472,166,"40,43,46,50,45,50,45,46,48,42,41,46"
ELEC02473,71,"26,32,32,31,32,29,29,27,29,27,36,39"
ELEC02474,117,"30,36,38,37,37,35,32,32,34,32,35,39"
ELEC02475,21,"28,32,36,36,37,41,36,34,32,27,32,42"
ELEC02476,123,"13,20,21,20,19,25,20,22,22,20,21,18"
ELEC02477,128,"24,25,32,33,36,33,27,30,22,26,33,30"
ELEC02478,31,"24,24,28,32,28,31,26,28,24,23,33,33"
ELEC02479,162,"8,11,19,15,20,15,11,18,12,12,18,18"
ELEC02480,77,"34,39,41,41,43,40,35,38,38,37,38,41"
ELEC02481,118,"18,22,19,26,26,26,20,20,16,20,25,28"
ELEC02482,37,"13,15,17,20,22,18,15,15,16,16,18,19"
ELEC02483,149,"12,18,21,21,21,19,20,22,17,17,16,23"
ELEC02484,152,"31,39,39,44,45,40,43,39,35,40,38,45"
ELEC02485,132,"14,19,19,22,21,24,16,15,16,10,14,21"
ELEC02486,156,"13,16,18,21,21,21,16,21,13,16,18,16"
ELEC02487,41,"30,35,37,40,39,38,32,38,30,35,36,33"
ELEC02488,176,"24,27,29,31,30,30,27,31,28,25,34,37"
ELEC02489,33,"8,15,17,17,20,17,16,12,16,8,16,24"
ELEC02490,162,"31,36,42,39,39,45,39,37,37,39,43,38"
ELEC02491,116,"36,38,41,47,44,47,45,39,44,43,40,42"
ELEC02492,68,"30,37,37,43,43,40,36,39,33,36,33,42"
ELEC02493,161,"21,23,28,27,27,27,30,24,25,30,26,32"
ELEC02494,73,"12,11,16,17,17,20,17,15,9,10,23,11"
ELEC02495,171,"25,29,27,32,35,30,30,24,24,22,26,30"
ELEC02496,118,"31,34,39,39,41,44,39,37,32,33,38,45"
ELEC02497,150,"29,37,38,38,40,42,40,31,40,34,31,42"
ELEC02498,149,"33,36,34,40,37,42,38,35,33,33,38,42"
ELEC02499,184,"36,41,46,44,47,46,43,41,45,39,38,47"
ELEC02500,95,"9,11,15,18,20,13,15,13,11,15,13,25"
ELEC02501,134,"27,28,32,35,34,30,31,27,26,30,35,34"
ELEC02502,70,"34,35,38,39,44,38,35,34,39,36,43,37"
ELEC02503,28,"16,15,21,22,22,20,19,21,16,20,14,25"
ELEC02504,83,"22,24,31,34,29,33,32,29,21,29,30,31"
ELEC02505,121,"38,44,46,47,46,45,41,38,43,39,43,46"
ELEC02506,170,"24,29,28,32,35,37,29,28,29,32,27,36"
ELEC02507,78,"21,23,28,28,24,27,30,20,20,22,26,34"
ELEC02508,187,"26,30,33,33,31,33,31,32,33,32,31,30"
ELEC02509,117,"15,18,21,22,24,19,18,19,18,19,25,23"
ELEC02510,90,"33,35,39,40,45,38,39,38,33,40,38,48"
ELEC02511,134,"38,39,43,45,41,41,42,44,43,40,42,48"
ELEC02512,42,"30,36,40,39,38,41,39,38,35,35,41,38"
ELEC02513,67,"28,32,31,37,36,36,35,27,27,34,34,34"
ELEC02514,170,"19,25,25,25,29,28,24,28,25,18,24,25"
ELEC02515,188,"40,44,46,48,46,44,45,46,40,45,44,51"
ELEC02516,113,"22,26,30,29,29,33,29,27,22,30,24,30"
ELEC02517,128,"30,29,37,34,34,37,33,33,29,29,31,39"
ELEC02518,31,"31,35,38,39,38,40,39,31,39,37,38,46"
ELEC02519,153,"32,38,43,41,45,44,37,37,45,41,35,43"
ELEC02520,105,"38,40,44,42,45,46,44,45,40,35,42,37"
ELEC02521,151,"20,18,27,25,23,23,22,23,26,16,23,25"
ELEC02522,103,"23,28,30,33,36,32,32,28,22,26,30,38"
ELEC02523,54,"19,22,24,27,28,22,27,19,24,22,21,32"
ELEC02524,126,"25,30,36,37,37,34,33,36,31,26,32,37"
ELEC02525,113,"21,26,31,29,34,27,25,25,31,24,30,27"
ELEC02526,86,"36,36,41,40,41,44,41,38,40,36,35,38"
ELEC02527,95,"17,19,18,25,27,23,16,21,15,17,21,24"
ELEC02528,49,"10,15,20,23,20,22,16,15,12,15,24,24"
ELEC02529,144,"14,18,19,24,21,25,19,17,20,20,20,21"
ELEC02530,116,"18,22,22,23,22,21,25,21,21,15,25,22"
ELEC02531,153,"29,36,32,38,40,36,38,31,31,33,42,35"
ELEC02532,31,"20,21,27,24,30,28,25,22,22,21,29,21"
ELEC02533,30,"27,31,32,30,35,32,29,25,25,32,29,38"
ELEC02534,82,"36,41,48,46,45,45,44,43,45,42,43,50"
ELEC02535,74,"39,37,46,44,47,45,48,35,43,36,40,45"
ELEC02536,38,"14,20,25,25,25,21,23,18,21,18,26,19"
ELEC02537,196,"9,15,17,16,17,17,14,11,12,8,11,20"
ELEC02538,164,"26,28,35,31,33,30,32,31,30,27,27,32"
ELEC02539,94,"32,34,37,40,40,38,36,34,31,40,38,46"
ELEC02540,87,"18,18,21,23,24,24,28,22,18,21,18,22"
ELEC02541,190,"24,25,28,28,32,31,31,22,28,23,25,33"
ELEC02542,110,"37,39,45,47,45,47,46,46,42,45,48,48"
ELEC02543,51,"37,43,46,47,47,45,48,45,40,39,44,49"
ELEC02544,157,"22,25,29,32,31,28,29,27,30,24,21,29"
ELEC02545,21,"19,24,25,25,31,30,29,22,27,25,21,27"
ELEC02546,180,"28,33,35,37,36,38,36,31,31,37,35,46"
ELEC02547,100,"32,37,39,42,40,41,39,34,32,41,42,45"
ELEC02548,149,"31,33,37,42,38,40,38,36,34,36,37,45"
ELEC02549,180,"16,18,18,22,21,19,15,22,18,15,15,20"
ELEC02550,165,"10,16,19,17,16,21,12,14,18,16,22,18"
ELEC02551,111,"11,14,13,14,16,14,20,15,17,12,16,15"
ELEC02552,137,"36,43,42,44,50,47,42,46,46,38,43,52"
ELEC02553,171,"21,27,24,29,31,24,25,21,18,24,23,35"
ELEC02554,142,"24,25,29,30,33,28,27,27,26,19,34,33"
ELEC02555,165,"31,37,38,43,39,44,37,32,34,34,43,39"
ELEC02556,55,"18,20,21,24,24,22,20,18,20,18,21,22"
ELEC02557,29,"33,37,38,38,42,39,36,33,33,39,31,41"
ELEC02558,182,"13,17,22,22,22,21,21,15,15,19,22,26"
ELEC02559,98,"30,33,36,39,40,38,36,40,35,37,39,47"
ELEC02560,173,"18,17,23,23,21,20,18,14,20,24,25,23"
ELEC02561,61,"21,20,23,24,27,27,23,21,22,16,29,27"
ELEC02562,100,"31,33,36,38,37,40,36,37,40,37,39,34"
ELEC02563,89,"36,42,45,45,46,41,46,41,46,45,43,50"
ELEC02564,199,"24,29,30,33,38,34,33,26,25,27,32,34"
ELEC02565,156,"42,45,45,46,45,49,43,47,40,41,47,53"
ELEC02566,166,"13,14,15,16,19,20,17,15,13,9,17,19"
ELEC02567,124,"15,20,24,26,21,20,19,17,16,20,25,16"
ELEC02568,125,"19,27,28,28,29,31,28,22,23,21,33,30"
ELEC02569,195,"18,22,25,26,26,23,26,27,25,21,21,23"
ELEC02570,197,"32,37,37,39,43,39,37,42,33,35,41,40"
ELEC02571,64,"36,41,41,42,43,42,45,36,40,37,42,42"
ELEC02572,92,"36,41,40,43,41,43,40,37,40,41,45,41"
ELEC02573,103,"9,14,19,19,17,16,18,13,8,18,18,25"
ELEC02574,197,"27,26,30,29,30,30,26,29,30,26,29,28"
ELEC02575,38,"35,39,41,42,46,41,41,39,34,42,43,39"
ELEC02576,62,"27,32,36,36,33,36,31,31,31,31,37,33"
ELEC02577,25,"36,39,43,49,44,43,44,42,45,42,42,41"
ELEC02578,139,"23,27,27,28,30,29,30,31,25,25,24,33"
ELEC02579,149,"16,20,27,25,28,27,24,27,26,22,22,26"
ELEC02580,99,"14,22,20,23,24,24,25,21,22,21,15,28"
ELEC02581,25,"22,22,24,29,30,27,26,22,22,23,28,24"
ELEC02582,126,"17,22,25,27,28,21,20,23,23,20,24,22"
ELEC02583,132,"33,39,39,41,42,41,36,36,36,44,38,41"
ELEC02584,35,"31,34,36,35,38,37,37,28,36,31,31,39"
ELEC02585,99,"26,32,32,34,35,39,31,35,31,37,31,39"
ELEC02586,64,"35,39,38,39,40,45,39,38,37,33,45,45"
ELEC02587,106,"15,17,21,21,22,23,21,24,18,17,25,26"
ELEC02588,161,"18,21,22,20,24,20,21,23,23,16,19,18"
ELEC02589,192,"36,39,43,43,45,47,45,46,39,44,41,50"
ELEC02590,157,"36,43,43,44,43,46,44,42,42,39,48,41"
ELEC02591,114,"33,36,40,43,41,46,43,37,43,34,38,43"
ELEC02592,164,"22,24,26,30,27,31,31,29,28,22,29,34"
ELEC02593,114,"18,16,24,21,24,22,21,22,17,19,25,27"
ELEC02594,44,"31,31,34,37,35,35,31,28,33,35,38,36"
ELEC02595,130,"39,41,47,47,47,46,44,43,42,38,43,48"
ELEC02596,39,"26,29,31,33,35,37,29,27,26,30,36,36"
ELEC02597,44,"29,31,36,38,40,41,35,34,31,38,39,43"
ELEC02598,123,"20,23,27,30,26,33,28,27,23,27,30,25"
ELEC02599,68,"11,11,17,19,21,14,14,14,17,9,19,26"
ELEC02600,132,"28,31,32,34,36,31,36,32,36,30,38,38"
ELEC02601,132,"19,22,26,26,29,27,25,29,23,21,27,34"
ELEC02602,71,"33,39,39,40,41,42,42,35,38,41,38,42"
ELEC02603,51,"15,18,26,23,24,26,21,24,25,22,20,33"
ELEC02604,162,"20,21,25,26,29,26,24,23,26,18,27,25"
ELEC02605,192,"22,24,31,31,30,31,29,24,25,29,28,29"
ELEC02606,43,"15,14,17,18,21,24,18,13,16,19,16,24"
ELEC02607,21,"39,44,43,47,49,50,46,42,44,47,43,43"
ELEC02608,194,"29,29,33,37,33,35,31,28,34,28,34,31"
ELEC02609,161,"11,16,15,17,14,19,12,17,19,17,12,21"
ELEC02610,114,"25,25,31,29,31,31,32,26,26,25,27,27"
ELEC02611,76,"26,32,35,37,35,35,32,30,34,29,36,35"
ELEC02612,140,"21,23,26,28,31,30,22,25,23,23,23,25"
ELEC02613,151,"40,40,46,46,48,46,47,36,39,44,37,48"
ELEC02614,93,"28,30,33,38,36,36,39,32,33,31,39,39"
ELEC02615,185,"20,21,27,27,26,25,24,22,28,22,33,25"
ELEC02616,164,"11,14,19,15,20,15,16,20,15,18,18,18"
ELEC02617,181,"32,40,40,40,41,41,36,39,36,37,38,43"
ELEC02618,192,"37,38,40,46,46,46,45,40,42,34,39,53"
ELEC02619,159,"21,30,32,32,34,32,32,27,29,31,25,26"
ELEC02620,139,"34,42,41,48,47,43,45,45,39,44,44,48"
ELEC02621,149,"22,26,28,29,25,31,27,27,29,27,20,23"
ELEC02622,109,"27,35,35,38,37,38,35,35,32,37,33,32"
ELEC02623,52,"34,35,38,40,46,41,38,38,36,40,41,38"
ELEC02624,134,"18,17,23,25,23,21,16,19,20,20,17,29"
ELEC02625,199,"17,21,22,22,18,24,22,20,22,19,20,23"
ELEC02626,185,"16,17,19,23,23,26,19,18,15,21,16,21"
ELEC02627,71,"10,11,17,20,16,14,16,16,11,10,19,17"
ELEC02628,188,"22,25,24,28,30,25,20,27,18,22,23,30"
ELEC02629,173,"37,43,43,47,48,45,45,47,40,41,47,50"
ELEC02630,148,"21,28,30,31,28,27,33,20,27,29,26,28"
ELEC02631,71,"30,32,35,37,37,37,36,30,32,27,27,42"
ELEC02632,102,"27,35,34,36,37,35,34,33,38,34,32,38"
ELEC02633,107,"26,31,35,32,35,34,31,30,28,27,34,32"
ELEC02634,71,"41,42,44,49,49,51,44,43,45,46,40,52"
ELEC02635,135,"35,41,46,47,48,42,43,42,39,42,46,48"
ELEC02636,46,"32,36,41,42,45,44,38,39,32,43,41,46"
ELEC02637,164,"16,22,25,28,25,23,24,25,26,21,22,26"
ELEC02638,47,"29,29,31,38,34,30,35,33,35,28,33,30"
ELEC02639,192,"11,15,20,20,17,21,16,16,11,11,15,16"
ELEC02640,116,"29,33,31,33,36,33,34,28,30,34,30,38"
ELEC02641,44,"30,31,37,38,38,37,35,33,33,37,35,33"
ELEC02642,96,"14,14,18,21,16,23,19,16,11,16,20,24"
ELEC02643,57,"25,26,28,31,34,31,28,28,26,24,32,35"
ELEC02644,170,"20,24,30,28,29,29,28,25,26,21,28,29"
ELEC02645,54,"9,15,20,18,16,17,19,14,15,17,17,21"
ELEC02646,90,"39,43,47,47,47,46,47,42,43,50,45,49"
ELEC02647,181,"31,37,35,38,39,42,42,34,37,29,41,44"
ELEC02648,42,"16,16,21,21,23,20,18,21,21,13,20,24"
ELEC02649,36,"14,17,20,22,25,23,15,19,21,22,22,29"
ELEC02650,141,"25,32,33,36,35,38,34,29,35,31,36,35"
ELEC02651,160,"15,22,23,25,27,23,21,26,20,20,17,26"
ELEC02652,89,"13,17,19,21,21,20,22,18,13,20,20,21"
ELEC02653,108,"38,39,42,44,45,45,44,41,40,42,38,48"
ELEC02654,154,"16,16,17,22,23,20,18,16,20,18,14,15"
ELEC02655,132,"14,14,20,20,25,20,16,16,17,16,20,18"
ELEC02656,130,"13,13,16,23,19,19,18,17,19,12,14,20"
ELEC02657,56,"33,37,42,39,41,41,42,40,36,36,37,39"
ELEC02658,84,"26,29,31,31,34,30,33,32,28,24,32,35"
ELEC02659,148,"36,36,41,45,45,41,36,41,43,31,42,35"
ELEC02660,60,"10,10,13,18,19,14,17,18,17,13,19,18"
ELEC02661,120,"20,24,26,31,32,24,27,28,24,26,27,32"
ELEC02662,143,"27,30,34,34,37,36,33,31,32,30,26,37"
ELEC02663,50,"37,41,45,48,45,45,45,36,44,42,44,47"
ELEC02664,50,"12,14,21,18,24,18,16,14,14,10,24,27"
ELEC02665,85,"15,21,22,26,31,24,24,19,19,23,17,24"
ELEC02666,130,"38,40,43,49,45,45,48,38,40,37,42,43"
ELEC02667,146,"11,16,18,21,22,20,15,12,11,14,13,15"
ELEC02668,153,"28,32,36,36,40,40,40,37,33,37,39,39"
ELEC02669,54,"14,17,19,24,27,26,18,24,19,17,20,29"
ELEC02670,87,"34,39,41,43,45,41,40,40,44,42,47,45"
ELEC02671,22,"24,31,31,37,33,36,30,32,35,31,32,36"
ELEC02672,149,"10,14,15,16,22,19,12,16,15,15,19,18"
ELEC02673,115,"28,35,34,39,41,34,39,31,38,32,34,44"
ELEC02674,23,"34,41,43,41,43,42,41,41,41,43,40,46"
ELEC02675,57,"33,35,39,42,42,40,40,35,37,41,33,49"
ELEC02676,29,"9,16,17,19,22,17,18,15,17,11,14,19"
ELEC02677,113,"23,31,31,32,29,32,28,31,30,25,33,34"
ELEC02678,193,"13,21,24,22,23,22,21,17,23,17,18,25"
ELEC02679,42,"13,15,17,19,17,20,22,18,14,17,19,17"
ELEC02680,38,"18,18,26,24,23,23,23,22,22,20,23,29"
ELEC02681,191,"25,28,30,31,31,32,33,30,27,26,24,28"
ELEC02682,139,"23,23,26,28,33,28,29,23,25,28,27,32"
ELEC02683,126,"41,41,48,46,47,45,51,46,44,48,44,43"
ELEC02684,165,"15,16,19,22,18,18,19,14,15,15,22,17"
ELEC02685,145,"38,42,43,45,46,48,43,44,43,41,43,41"
ELEC02686,45,"35,39,43,42,42,44,38,39,33,39,43,50"
ELEC02687,37,"35,35,36,39,41,38,35,37,40,42,36,45"
ELEC02688,72,"23,23,29,31,29,30,25,29,21,21,29,27"
ELEC02689,24,"35,37,41,44,46,45,40,37,42,42,43,46"
ELEC02690,51,"37,45,44,47,45,48,44,42,42,49,47,47"
ELEC02691,120,"27,30,31,34,34,37,34,31,35,28,29,35"
ELEC02692,107,"39,45,44,50,48,48,50,43,42,44,47,43"
ELEC02693,32,"32,34,36,37,39,44,40,37,37,31,37,42"
ELEC02694,59,"36,34,41,39,42,43,40,37,39,34,46,36"
ELEC02695,126,"15,14,19,20,18,21,19,14,15,22,15,23"
ELEC02696,96,"20,24,30,29,28,26,27,20,24,20,31,22"
ELEC02697,89,"30,37,41,39,40,38,37,37,30,42,44,40"
ELEC02698,114,"35,38,42,42,43,43,41,37,40,42,42,44"
ELEC02699,144,"13,16,21,21,17,22,18,19,17,19,18,17"
ELEC02700,34,"37,38,40,43,45,42,42,36,42,38,44,47"
ELEC02701,117,"8,14,16,15,15,17,17,11,13,11,19,23"
ELEC02702,135,"9,14,20,19,16,21,14,16,18,12,19,28"
ELEC02703,89,"28,31,31,35,36,31,32,32,32,34,33,29"
ELEC02704,114,"41,43,45,50,48,50,45,39,41,47,48,47"
ELEC02705,112,"25,26,30,32,33,34,28,25,28,27,28,34"
ELEC02706,153,"37,38,41,46,43,45,38,40,34,35,39,39"
ELEC02707,193,"13,18,21,22,23,17,19,15,22,22,13,29"
ELEC02708,125,"29,35,35,40,41,37,33,38,33,32,35,45"
ELEC02709,118,"24,24,29,31,31,33,27,28,31,27,28,36"
ELEC02710,187,"12,18,20,19,19,15,13,11,10,9,15,14"
ELEC02711,87,"12,14,20,19,24,21,15,21,13,13,16,24"
ELEC02712,185,"23,24,24,27,30,27,26,25,24,31,25,31"
ELEC02713,191,"40,43,45,45,48,45,43,45,40,42,46,49"
ELEC02714,84,"38,44,47,50,46,47,48,41,40,42,49,47"
ELEC02715,176,"29,37,36,38,36,39,34,33,33,33,33,33"
ELEC02716,178,"22,27,29,34,34,31,33,29,30,22,32,39"
ELEC02717,31,"24,28,31,33,34,30,31,31,33,32,29,32"
ELEC02718,51,"23,24,29,31,32,33,34,30,29,29,31,36"
ELEC02719,64,"12,17,20,23,21,19,16,18,17,16,15,24"
ELEC02720,196,"34,35,37,39,37,41,40,35,38,34,38,45"
ELEC02721,48,"39,39,41,47,47,44,40,38,38,47,43,48"
ELEC02722,157,"28,28,33,36,34,32,37,27,29,30,36,39"
ELEC02723,97,"28,32,36,35,36,35,36,32,38,33,34,37"
ELEC02724,130,"33,38,41,41,46,41,47,42,36,37,43,43"
ELEC02725,25,"14,17,22,22,23,25,23,18,17,21,24,25"
ELEC02726,127,"8,14,18,21,19,18,13,15,12,10,16,25"
ELEC02727,56,"15,17,24,23,28,22,23,20,21,16,25,24"
ELEC02728,180,"18,20,20,25,30,26,23,26,25,22,26,29"
ELEC02729,52,"26,26,30,35,35,37,29,25,31,32,35,36"
ELEC02730,87,"22,23,29,30,28,29,25,29,22,22,26,23"
ELEC02731,154,"9,14,18,17,22,17,14,15,9,13,21,20"
ELEC02732,119,"13,17,19,22,21,23,19,18,17,15,20,16"
ELEC02733,79,"29,30,37,39,41,38,33,32,37,37,28,34"
ELEC02734,88,"28,32,34,37,40,38,34,31,33,27,33,39"
ELEC02735,85,"35,41,44,41,40,39,41,45,36,38,43,47"
ELEC02736,179,"23,24,30,26,30,26,30,24,26,27,29,28"
ELEC02737,142,"28,27,33,37,34,29,32,32,28,30,30,33"
ELEC02738,168,"34,38,41,43,42,44,36,38,39,40,39,47"
ELEC02739,142,"32,37,39,41,40,39,42,39,34,41,38,46"
ELEC02740,146,"18,24,25,28,28,25,28,21,27,27,26,27"
ELEC02741,34,"11,17,15,17,21,20,12,17,16,16,20,25"
ELEC02742,29,"14,15,21,18,19,23,15,16,17,16,23,26"
ELEC02743,124,"27,33,34,35,38,35,34,38,33,36,37,37"
ELEC02744,40,"27,35,39,39,39,36,36,30,29,35,34,45"
ELEC02745,102,"23,27,27,32,34,31,35,25,25,30,25,29"
ELEC02746,91,"16,22,24,24,23,22,21,21,17,16,26,20"
ELEC02747,184,"18,21,23,24,26,26,28,26,21,23,27,19"
ELEC02748,160,"29,31,36,34,37,34,34,36,34,36,35,35"
ELEC02749,76,"25,30,29,33,34,31,29,30,28,29,27,34"
ELEC02750,126,"19,25,25,28,32,29,28,25,22,26,27,31"
ELEC02751,113,"12,18,18,19,20,19,20,19,15,14,19,29"
ELEC02752,108,"34,37,37,40,41,40,38,39,35,38,37,45"
ELEC02753,134,"23,30,34,32,36,35,34,29,28,29,35,34"
ELEC02754,105,"15,21,21,22,25,25,23,22,15,16,18,17"
ELEC02755,33,"15,18,20,23,23,25,20,19,22,17,25,22"
ELEC02756,105,"32,34,38,39,43,39,41,42,40,41,40,37"
ELEC02757,43,"28,31,31,36,34,34,29,32,27,30,35,33"
ELEC02758,94,"36,39,38,43,39,46,41,36,39,41,38,43"
ELEC02759,94,"15,16,17,19,21,26,15,22,14,16,14,23"
ELEC02760,49,"39,43,41,44,48,46,46,41,42,40,48,49"
ELEC02761,142,"29,35,37,38,39,40,33,36,30,32,30,42"
ELEC02762,92,"27,30,31,36,35,34,35,29,31,30,33,39"
ELEC02763,129,"20,21,24,27,25,28,25,21,26,21,22,24"
ELEC02764,139,"34,36,36,37,37,41,34,35,29,38,34,36"
ELEC02765,170,"17,20,25,25,25,23,23,21,17,22,27,22"
ELEC02766,89,"30,37,39,38,40,42,37,36,36,38,37,39"
ELEC02767,122,"38,41,45,41,42,44,36,38,40,33,47,43"
ELEC02768,157,"31,34,38,37,41,39,36,41,33,36,42,44"
ELEC02769,192,"30,34,38,39,40,37,35,40,34,40,36,45"
ELEC02770,165,"33,36,37,39,40,37,36,37,38,34,36,38"
ELEC02771,47,"20,24,28,32,30,30,30,24,22,30,26,32"
ELEC02772,105,"16,18,21,22,23,20,18,21,17,21,18,18"
ELEC02773,34,"41,42,44,50,49,49,43,49,45,46,50,49"
ELEC02774,29,"20,21,23,26,25,30,26,25,22,22,31,27"
ELEC02775,112,"30,36,39,40,38,36,39,37,31,38,41,39"
ELEC02776,120,"39,43,42,45,45,47,43,42,43,44,42,48"
ELEC02777,27,"39,39,42,46,41,44,46,42,36,38,47,50"
ELEC02778,113,"35,38,38,40,41,40,40,40,38,37,39,45"
ELEC02779,50,"36,38,43,44,47,40,40,38,37,39,40,44"
ELEC02780,33,"36,39,42,43,45,44,39,41,41,38,43,47"
ELEC02781,127,"14,20,19,22,25,26,22,21,14,18,26,29"
